system:index,date,value,.geo
120,2018-04-06T00:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
121,2018-04-06T01:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
122,2018-04-06T02:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
123,2018-04-06T03:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
124,2018-04-06T04:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
125,2018-04-06T05:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
126,2018-04-06T06:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
127,2018-04-06T07:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
128,2018-04-06T08:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
129,2018-04-06T09:00:00,1.8116060495376587,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
130,2018-04-06T10:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
131,2018-04-06T11:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
132,2018-04-06T12:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
133,2018-04-06T13:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
134,2018-04-06T14:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
135,2018-04-06T15:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
136,2018-04-06T16:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
137,2018-04-06T17:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
138,2018-04-06T18:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
139,2018-04-06T19:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
140,2018-04-06T20:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
141,2018-04-06T21:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
